-1,RootNode
1,_9

name : _9
-1.530760,-1.902430,0.010980,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913451,-1.902430,0.013493,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913453,-1.521944,0.013307,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530760,-1.902430,0.010980,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913453,-1.521944,0.013307,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148068,-1.902430,0.008467,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530760,-1.902430,0.010980,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913453,-1.521944,0.013307,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913454,-1.141458,0.013121,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148068,-1.902430,0.008467,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148070,-1.521944,0.008281,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.765377,-1.902430,0.005955,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148068,-1.902430,0.008467,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148070,-1.521944,0.008281,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913454,-1.141458,0.013121,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530762,-1.141458,0.010608,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148070,-1.521944,0.008281,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530761,-1.521944,0.010794,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530762,-1.141458,0.010608,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.530762,-1.141458,0.010608,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913454,-1.141458,0.013121,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.913455,-0.760972,0.012935,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.765377,-1.902430,0.005955,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-1.148070,-1.521944,0.008281,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.765378,-1.521944,0.005769,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
-0.382685,-1.902430,0.003442,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
